가맹점명,가맹점 주소,가맹점 업종,캐시백 인센티브 가맹점 여부,QR 가맹점 여부,2026년 아동건강체험활동비 사용 여부
베네치아 옴므,제주특별자치도 서귀포시 동홍로 26 (서귀동) 1층,의류/잡화,Y,Y,N
비치움햇살마당홈케어,제주특별자치도 서귀포시 법환상로 7 (법환동) 103호,가전/통신,Y,Y,N
문네일(m00n nail),제주특별자치도 제주시 동광로1길 23 1층,생활/리빙,Y,Y,N
제주도민정육식당,제주특별자치도 제주시 서해안로 644 (용담삼동)1층,식자재/유통,Y,Y,N
수박 E&C,제주 제주시 황사평3길52 (화북이동) ,기타,Y,N,N
조조,제주 제주시 용해로 41 1층 (용담삼동) ,기타,Y,N,N
세븐일레븐 제주현대오피스텔점,"제주 제주시 도령로 87 1층 103호 (연동, 현대오피스텔) ",식자재/유통,Y,N,N
킹콩해피하우스,"제주특별자치도 제주시 연동1길 42 101,102호",식자재/유통,Y,Y,N
머리만지는남자삼화점,"제주 제주시  건주로3길 11, 3층 (도련일동) ",생활/리빙,Y,N,N
숨터필라테스 스튜디오,제주특별자치도 서귀포시 홍중로 33 (서홍동) 3층 302호 숨터필라테스 스튜디오,보건/복지,Y,Y,N
고사리식당,제주 제주시 조천읍 번영로 1680 1층 ,음식점/식음료업,Y,N,N
엄마국수,제주특별자치도 서귀포시 천제연로 274 A동 (중문동),음식점/식음료업,Y,Y,N
빵집오빠 동홍점,제주특별자치도 서귀포시 일주동로 8545 1층,기타,Y,Y,N
바할라(BarHalla),제주 제주시 한림읍 한림로 450 2층 201호 ,기타,Y,N,N
올레돈오리,제주특별자치도 제주시 가령로1길 18 1층,음식점/식음료업,Y,Y,N
헌집 제주 혼술바,제주특별자치도 제주시 원노형5길 17-13 .,음식점/식음료업,Y,Y,N
쉼멍카페,제주특별자치도 서귀포시 대정읍 신영로 16-14 .,음식점/식음료업,Y,Y,N
디마노 di mano,"제주 제주시  중앙로8길 11, 2층 (삼도이동) ",기타,Y,N,N
움직임클리닉,"제주 제주시  노형4길 21, 상가 1층 3호 (노형동) ",기타,Y,N,N
두족류포차,"제주 제주시 연삼로507, 1층 (이도이동) ",음식점/식음료업,Y,N,N
김녕음악사,"제주 제주시 구좌읍 김녕로1길21, 1층 (김녕리) 1층 상가",음식점/식음료업,Y,Y,N
안윤순헤어샵,제주특별자치도 서귀포시 성산읍 고성동서로 50 .,생활/리빙,Y,Y,N
제주이와이,"제주 제주시 애월읍 하귀로 4, 1층 ",기타,Y,N,N
알앤알,"제주 제주시 연동7길41, 3층 (연동) ",기타,Y,N,N
삼경일아라점,제주특별자치도 제주시 아란7길 14 (아라일동) 1층,음식점/식음료업,Y,Y,N
네일드초이,제주 서귀포시 서호남로32번길 10-2 1층 (서호동) 건앤로빈스,생활/리빙,Y,Y,N
다솜,"제주특별자치도 제주시 도남로15길 14 1층 103호 (도남동, 대동베르빌)",식자재/유통,Y,Y,N
(주) 썬랜드호텔,제주특별자치도 제주시 신광로 92 (연동),여행/숙박,Y,Y,N
설레다테라피,"제주 제주시  구남로6길 13, 1층 (이도이동) ",기타,Y,N,N
쉘터(SHELTER),"제주 서귀포시  중정로 123, 1층 03호 (서귀동, 선경오피스텔) ",기타,Y,N,N
애월김밥,제주특별자치도 제주시 애월읍 애월로 127 1층,음식점/식음료업,Y,Y,N
오가네향토음식점,"제주 제주시 한경면 녹차분재로620, 1층 (저지리) ",기타,Y,N,N
캡틴클럽하우스(CAPTAIN CLUB HOUSE),제주특별자치도 서귀포시 중앙로54번길 42 2층,음식점/식음료업,Y,Y,N
제이매점,제주특별자치도 제주시 연화남길 22 1층,식자재/유통,Y,Y,N
벤지롱맘,제주특별자치도 제주시 복지로 72 벤지롱맘,의류/잡화,Y,Y,N
정우산업개발주식회사,"제주 제주시 애월읍 장소로 421-3, ",기타,N,N,N
우정공방,제주특별자치도 제주시 천수로 68 (일도이동) 113동 지하층 10호,기술/기능 교육,Y,Y,N
거문오름유스호스텔,"제주 제주시 조천읍 선교로  434-2, ",여행/숙박,Y,N,N
탐라에일,제주특별자치도 서귀포시 예래로 31 (상예동) 탐라에일,음식점/식음료업,Y,Y,N
에이스,제주특별자치도 서귀포시 일주동로 8545 (동홍동),음식점/식음료업,Y,Y,N
나드리푸드,제주 제주시 일주서로 7592-3 1층 (이호이동) ,기타,Y,N,N
이한,제주 서귀포시 태평로413 (서귀동) ,기타,Y,N,N
바람의노래,"제주특별자치도 제주시 한림읍 용금로 906-10 , 바람의노래",음식점/식음료업,Y,Y,N
시우살롱,제주특별자치도 제주시 서해안로 161 1층,생활/리빙,Y,Y,N
엄마가차린밥상(연동2호점),"제주 제주시 선덕로4길 25 102호 (연동,명주빌라) 102호",음식점/식음료업,Y,Y,N
어로,"제주 서귀포시 표선면 표선당포로27, 1,2층 (표선리) ",기타,N,N,N
프린트베이커리 제주,"제주 제주시 한북로154, A동 1층 (오등동) ",음식점/식음료업,N,N,N
가야금 스튜디오 가야금이 흐르는 제주,제주특별자치도 제주시 동고산로 5 1층,예술 교육,Y,Y,N
노형365준의원,제주 제주시 수덕로 41 상가 2동 (노형동) ,보건/복지,Y,N,N
웁스마이독,제주특별자치도 서귀포시 안덕면 사계로 112 웁스마이독,생활/리빙,Y,Y,N
더봄영어,제주특별자치도 제주시 지석8길 4 (삼양이동) 202호,외국어/언어,Y,Y,N
라온제나 음악놀이터,"제주 제주시 남광로2길49-6, 1층 (이도이동) ",기타,Y,N,N
옥심청과3,"제주 제주시 오일장서길36, 1층 (도두일동) ",식자재/유통,Y,N,N
탐라옥돔,"제주 제주시  용마로2길  11,  (용담삼동) ",기타,Y,N,N
하귀당구클럽카페,제주특별자치도 제주시 애월읍 하귀9길 23 3층,문화/체육,Y,Y,N
일바닌,제주특별자치도 제주시 한림읍 한림상로 114 1층 2호,의류/잡화,Y,Y,N
제이콕 배드민턴 센터 2호점,제주 서귀포시 대정읍 평화로89번길 35 ,기타,Y,N,N
제주 더피크닉,제주 제주시 조천읍 신북로 241 B1층 (영재아트빌) ,기타,Y,N,N
토리헤어 노형타워점,"제주 제주시 노형로 407 5층 (노형동, 노형타워) ",생활/리빙,Y,N,N
사운드째즈,"제주 제주시  연삼로 124, (오라삼동) ",기타,Y,N,N
해양환경공단제주지사,"제주 제주시 임항로111, 2층 203호 (건입동,제주항연안여객터미널) ",기타,N,N,N
우먼스피닝,제주특별자치도 제주시 광평동로 45 2층,문화/체육,N,Y,N
제이콕 2호점,"제주 서귀포시 대정읍 평화로89번길35, 1동 (안성리,제이콕2호점) ",기타,N,N,N
서원농산물,제주 서귀포시  중앙로59번길 6(서귀동) ,기타,Y,N,N
오늘도하,"제주 제주시 고마로 71 1층 103호 (일도이동,인제네오하임) ",기타,Y,N,N
딥 디테일링,제주특별자치도 제주시 연북로 524 (아라일동) 주유소 안쪽 상가,자동차/주유,Y,Y,N
에스비(SB)스포츠,제주 서귀포시 대정읍 평화로89번길35 (안성리) ,문화/체육,Y,N,N
신의주찹쌀순대제주본점,제주 제주시 원노형로54 (노형동) ,음식점/식음료업,Y,N,N
파종,"제주 제주시 청귤로2길23, 1층 (이도이동) ",기타,Y,N,N
지니타로&9뷰티,"제주 제주시 중앙로60, 389호 (일도일동) ",생활/리빙,Y,N,N
알제이,제주특별자치도 제주시 한경면 고산로 13-4 2층,식자재/유통,Y,Y,N
미온두피,제주특별자치도 제주시 신대로20길 38-1 2층 (연동),생활/리빙,Y,Y,N
제주도민정육식당 제주공항점,제주특별자치도 제주시 서해안로 644 1층,음식점/식음료업,Y,Y,N
제주동양화 화실,제주특별자치도 제주시 사송길 70 (영평동) 1층,예술 교육,Y,Y,N
야시장이동식판매대(29호),제주특별자치도 제주시 중앙로13길 16-12 (이도일동) 2층,음식점/식음료업,Y,Y,N
선영헤어,제주 제주시 고마로9길 15 1층 (일도이동) ,생활/리빙,Y,N,N
황후아로마,제주특별자치도 제주시 신대로16길 52 3층 (연동),생활/리빙,Y,Y,N
소프,제주 제주시 동고산로 17 1층 (이도이동) ,기타,Y,N,N
청하감자탕,"제주 제주시  고마로 131, (일도이동) 1층",음식점/식음료업,Y,Y,N
제주랑,"제주 제주시 구남로7길42-1 (이도이동,다솜) ",기타,Y,N,N
클린업서비스,"제주 제주시 한림읍 협재로210-20, 2층 (협재리) 203호",가구/인테리어,Y,Y,N
헤어 본(HAIR BORN),"제주 제주시 연삼로197-4, 1층 (오라이동) ",생활/리빙,Y,N,N
대포어촌횟집,제주특별자치도 서귀포시 이어도로 75 1층,음식점/식음료업,Y,Y,N
고바치,제주 서귀포시 대정읍 무영로254번길 21-1 1-2층 (무릉리) 고바치,음식점/식음료업,Y,Y,N
유신종합마트3,제주 제주시 동문로2길3 (일도일동) ,식자재/유통,Y,N,N
필즈과학교습소,"제주 제주시 구남로6길44, 1층 (이도이동) ",입시/교습학원,Y,N,N
홍스랜드,제주 제주시 애월읍 어음13길25-45 (어음리) ,기타,Y,N,N
써니의포차,"제주 제주시  국기로3길 5-11, 1층 (연동) ",음식점/식음료업,Y,N,N
정성카츠이도점,제주 제주시 남광로2길 22 1층 102호 (이도이동) 정성카츠,음식점/식음료업,Y,Y,N
아뜰리에한시,"제주 제주시 진군3길27, 1층 (노형동) 1층 아뜰리에한시미용실",기타,Y,Y,N
일품순두부 세화점,"제주특별자치도 제주시 구좌읍 해맞이해안로 1426 ,1층",음식점/식음료업,Y,Y,N
장미분식,"제주 제주시 오현길78-9, 1층 (이도일동) ",음식점/식음료업,Y,N,N
이티모바일(ETmobile),"제주 제주시 건주로4길6-8, 101호 (도련일동,에스에이치빌딩) ",기타,Y,N,N
컴포즈커피제주외도부영점,제주 제주시 우정로11길 3 1층 (외도일동) ,음식점/식음료업,Y,N,N
씨유 서귀포부영점,"제주특별자치도 서귀포시 서호남로 91, 상가동 1층 101호(서호동) ",식자재/유통,Y,N,N
제주하영옵서농수산,"제주 서귀포시 남원읍 태위로361번길 47, ",식자재/유통,Y,N,N
놀담빌레,"제주 제주시 조천읍 선교로115-1, 놀담빌레 (선흘리) ",기타,Y,N,N
큐사랑 외도 부영점,"제주 제주시 우정로15길 12 2층 209호 (외도일동, 부영아파트) ",기타,Y,N,N
크래프트401,제주 제주시 구좌읍 동백로 468 3호 ,기타,Y,N,N
체리미술교습소,"제주특별자치도 제주시 우정로8길 7 (외도일동), 1층",입시/교습학원,Y,Y,Y
더랑랑마켓 이도점,제주 제주시 구남동2길 26 1층 103호 (이도이동) 1층 103호,의류/잡화,Y,Y,N
내머리에봄이와,"제주 제주시  남녕로 47, (노형동) ",생활/리빙,Y,N,N
숲의아이,제주특별자치도 서귀포시 남원읍 태수로358번길 3-1 카페 숲의아이,음식점/식음료업,Y,Y,N
종달달,"제주 제주시 구좌읍 종달로 60-12, 1층 ",기타,Y,N,N
일출환경,제주특별자치도 서귀포시 성산읍 금백조로 68 .,기타,Y,Y,N
범쌤헤어포레,제주 제주시 성신로2길 10 나동 지하1층 101호 (연동) ,생활/리빙,Y,N,N
주식회사 작가의집,"제주 제주시 화삼북로 136 102동 1004호 (도련이동, 삼화사랑으로부영1차아파트) ",기타,Y,N,N
(주)경일에프앤씨,"제주특별자치도 제주시 다랑곶길 30 (노형동, 경일빌라) 1층",음식점/식음료업,N,Y,N
정이드는집,제주특별자치도 서귀포시 성산읍 신양로72번길 9 .,여행/숙박,Y,Y,N
현대탕,제주특별자치도 서귀포시 동홍남로 74 .,생활/리빙,Y,Y,N
빛날영어교습소,"제주 제주시 박성내서길8-8, 1층 (이도이동) 상가",입시/교습학원,Y,Y,N
미르전산,제주특별자치도 제주시 절물2길 2 201호,가전/통신,Y,Y,N
아베크앙(AVEC ANG),제주특별자치도 제주시 조천읍 와흘상길 34 1층,기술/기능 교육,Y,Y,N
(주)반천요제주드림,제주특별자치도 제주시 원노형4길 15 .,기타,Y,Y,N
스튜디오 무사,제주 제주시 관덕로8길 24 1층 (삼도이동) ,생활/리빙,Y,N,N
언제나 달달,"제주 서귀포시  천제연로 177, 1층 (중문동) 언제나달달",음식점/식음료업,Y,Y,N
이삭,제주특별자치도 제주시 조천읍 중산간동로 837-42 .,생활/리빙,Y,Y,N
제주상황버섯농장,"제주 서귀포시 표선면 가마병풍로 19, ",기타,Y,N,N
다온정민속주점,"제주 제주시 원노형로48, 1층 (노형동) ",기타,Y,N,N
텐마루,제주특별자치도 서귀포시 남원읍 일주동로 7131 1층,음식점/식음료업,Y,Y,N
크린업24셀프빨래방성산포점,제주특별자치도 서귀포시 성산읍 일주동로 4234 1층 (퍼스트클래스),생활/리빙,Y,Y,N
도그마캣 제주서귀포점,제주 서귀포시 동홍중앙로 70 1층 (동홍동) ,기타,Y,N,N
작심라운지 제주이도점,제주 제주시 중앙로 325 2층 (이도이동) ,기타,Y,N,N
잠시만사진관,제주특별자치도 서귀포시 안덕면 덕수회관로 85 1층,기타,Y,Y,N
제주과,"제주 제주시 다랑곶4길 33 1층 102호 (노형동,광석주택) ",기타,Y,N,N
주식회사 추자도예초리수산,제주 제주시 추자면 추자로 734 1층 ,식자재/유통,Y,N,N
한진택배,제주특별자치도 제주시 남성로11길 16-8 1층,기타,Y,Y,N
하루유통,제주 제주시 신성로 82-4 1층 (도남동) ,식자재/유통,Y,N,N
백두메디칼,제주특별자치도 제주시 전농로 10 .,보건/복지,N,Y,N
(주)한라에코푸드,제주 제주시 도령로 52 1층 (노형동) ,기타,Y,N,N
와일드오차드 청초밭,제주 서귀포시 표선면 번영로 2570 ,기타,N,N,N
고래상점,제주특별자치도 제주시 한림읍 한림로 335 A동1층,의류/잡화,Y,Y,N
제제함덕,제주특별자치도 제주시 조천읍 조함해안로 488-6 1층,의류/잡화,Y,Y,N
몽슈밀,"제주특별자치도 제주시 동화로1길 49-12 (화북일동), 1층",기타,Y,Y,N
그래욜,제주특별자치도 서귀포시 태평로371번길 16 (서귀동) 2층,음식점/식음료업,Y,Y,N
존재,제주특별자치도 제주시 과원로 63 1층 (연동),음식점/식음료업,Y,Y,N
키친채나,"제주 제주시 한림읍 한림로6길 23, 1층 ",기타,Y,N,N
와일드오차드영농조합법인,"제주 서귀포시 표선면 성읍이리로57번길 34, . ",식자재/유통,N,N,N
꽁지아이스크림,"제주 제주시 성화로6길38, 1층 (용담이동) ",음식점/식음료업,Y,N,N
할매닭발 제주직영점,"제주특별자치도 제주시 연동4길 29 105호 (연동, 한마음빌라)",음식점/식음료업,Y,Y,N
만물상,제주 서귀포시 성산읍 섭지코지로 54 이하 주소 없음 (고성리) ,기타,Y,N,N
느루(NEURU),제주특별자치도 서귀포시 남원읍 태위로 526 1층,음식점/식음료업,Y,Y,N
신흥스마트홈시스템,제주특별자치도 제주시 진동로 1 3층,건축/철물,Y,Y,N
트리플 짐,제주특별자치도 제주시 동문로16길 5 (일도이동)2층 201호,문화/체육,Y,Y,N
대학로고전,제주특별자치도 제주시 광양14길 3 (이도이동) 1층,음식점/식음료업,Y,Y,N
스튜디오 무아,제주특별자치도 제주시 애월읍 하귀9길 17 3층,문화/체육,Y,Y,N
린뷰띠끄,"제주 제주시 한림읍 한림상로110, 나동 1층 (동명리) 린뷰띠끄",기타,Y,Y,N
전복나라,제주특별자치도 제주시 삼무로3길 20 1층 (연동),음식점/식음료업,Y,Y,N
오일상회,"제주 제주시 성화로6길42, 지하1층 (용담이동) ",기타,Y,N,N
점핑클럽,제주 서귀포시 대청로25번길 4 402호 (강정동) ,기타,Y,N,Y
페르소나,"제주 제주시 중앙로23길20, 1층 (이도일동) ",기타,Y,N,N
용프리다이브,제주특별자치도 제주시 한림읍 한림로 248-2 .,문화/체육,Y,Y,N
벧엘플라워,"제주 제주시  서사로 134, 2층 (삼도일동,에덴빌딩) ",생활/리빙,Y,N,N
꿈이다공방,제주 제주시 전농로9길 46 1층 (삼도이동) 꿈이다공방,기술/기능 교육,Y,Y,N
라쇼콜라(LaChocolat),제주특별자치도 제주시 서사로 6 (용담일동) 1층,기타,Y,Y,N
유목원,제주특별자치도 제주시 현사안길 41 1층 유목원,가구/인테리어,Y,Y,N
해뜨는집,제주특별자치도 서귀포시 성산읍 한도로 137 .,여행/숙박,Y,Y,N
섭지코지농원,제주특별자치도 서귀포시 성산읍 온평상하로 45-1 1층,식자재/유통,Y,Y,N
라타볼라,제주특별자치도 제주시 조천읍 신촌북3길 3 1층,음식점/식음료업,Y,Y,N
